"waterbody_name","stationid","year_yyyy","month_mm","day_of_month_dd","time_hhmm","time_of_day","genus","species","top_tow_m","bottom_tow_m","zoop_sampler_type","zoop_mesh_um","zoop_net_mouth_area_cm2","min_counts","density_units","biomass_dry_wet","biomass_units","time_zone","biomass_value","density_value"
"Tovel","A",2003,7,30,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,2.03842077922078,0.103896103896104
"Tovel","A",2003,8,7,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2003,8,21,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,3.44832848484849,0.175757575757576
"Tovel","A",2003,9,10,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2003,9,24,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,320.415285444156,16.3312207792208
"Tovel","A",2003,10,8,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,48.9220987012987,2.49350649350649
"Tovel","A",2003,10,22,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,48.9247741285714,2.49364285714286
"Tovel","A",2003,11,18,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,166.131293506493,8.46753246753247
"Tovel","A",2004,2,4,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,3.05763116883117,0.155844155844156
"Tovel","A",2004,5,11,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0.509605194805195,0.025974025974026
"Tovel","A",2004,6,8,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2004,7,6,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2004,8,3,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2004,9,1,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2004,9,29,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,1.52881558441558,0.0779220779220779
"Tovel","A",2004,10,26,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,30.5763116883117,1.55844155844156
"Tovel","A",2004,11,23,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0.509605194805195,0.025974025974026
"Tovel","A",2005,4,27,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,1.01921038961039,0.0519480519480519
"Tovel","A",2005,5,10,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2005,6,8,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,3.26147324675325,0.166233766233766
"Tovel","A",2005,7,5,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2005,8,2,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2005,9,6,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2005,10,4,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2005,11,2,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,1.01921038961039,0.0519480519480519
"Tovel","A",2006,5,3,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,6,7,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,7,4,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,8,2,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,9,5,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,10,3,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,11,7,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,12,5,12:00:00,"day","Filinia","longiseta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,1,9,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,33210.48,32.5714285714286
"Tovel","A",2002,3,26,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,12961.1512245455,12.7117467532468
"Tovel","A",2002,4,23,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,4926.92133104132,4.83211523022432
"Tovel","A",2002,5,8,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,847.476363636364,0.831168831168831
"Tovel","A",2002,6,19,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,1774.40363636364,1.74025974025974
"Tovel","A",2002,6,26,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,15233.3876363636,14.9402597402597
"Tovel","A",2002,7,2,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,2902.60654545455,2.84675324675325
"Tovel","A",2002,7,15,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,3681.22545454545,3.61038961038961
"Tovel","A",2002,7,30,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,7335.96727272727,7.1948051948052
"Tovel","A",2002,8,13,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,5524.48654545455,5.41818181818182
"Tovel","A",2002,8,21,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,11123.1272727273,10.9090909090909
"Tovel","A",2002,9,3,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,9772.44195545455,9.5843961038961
"Tovel","A",2002,9,18,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,4820.02181818182,4.72727272727273
"Tovel","A",2002,10,15,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,58417.6580581818,57.2935584415584
"Tovel","A",2002,10,30,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,26213.5032727273,25.7090909090909
"Tovel","A",2002,11,12,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,25366.077228,24.8779714285714
"Tovel","A",2002,11,28,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,32204.1018181818,31.5844155844156
"Tovel","A",2003,1,21,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,4179.11781818182,4.0987012987013
"Tovel","A",2003,4,22,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,2065.67066909091,2.02592207792208
"Tovel","A",2003,6,3,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,9401.71739272727,9.22080519480519
"Tovel","A",2003,7,2,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,139462.729777273,136.779123376623
"Tovel","A",2003,7,30,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,13162.3672727273,12.9090909090909
"Tovel","A",2003,8,7,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,39820.7956363636,39.0545454545455
"Tovel","A",2003,8,21,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,13149.1307512727,12.8961090909091
"Tovel","A",2003,9,10,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,16923.0436363636,16.5974025974026
"Tovel","A",2003,9,24,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,9010.96458,8.83757142857143
"Tovel","A",2003,10,8,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,11361.4005490909,11.1427792207792
"Tovel","A",2003,10,22,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,14650.7529330909,14.3688363636364
"Tovel","A",2003,11,18,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,4968.33018181818,4.87272727272727
"Tovel","A",2004,2,4,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,16721.768,16.4
"Tovel","A",2004,5,11,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,1165.28,1.14285714285714
"Tovel","A",2004,6,8,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2004,7,6,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2004,8,3,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2004,9,1,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2004,9,29,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2004,10,26,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,185.385454545455,0.181818181818182
"Tovel","A",2004,11,23,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,132.418181818182,0.12987012987013
"Tovel","A",2005,4,27,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,2319.96654545455,2.27532467532468
"Tovel","A",2005,5,10,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,476.705454545455,0.467532467532468
"Tovel","A",2005,6,8,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,1011.67490909091,0.992207792207792
"Tovel","A",2005,7,5,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,1483.08363636364,1.45454545454545
"Tovel","A",2005,8,2,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,317.803636363636,0.311688311688312
"Tovel","A",2005,9,6,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,105.934545454545,0.103896103896104
"Tovel","A",2005,10,4,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,52.9672727272727,0.0519480519480519
"Tovel","A",2005,11,2,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,153.605090909091,0.150649350649351
"Tovel","A",2006,5,3,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,52.9672727272727,0.0519480519480519
"Tovel","A",2006,6,7,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,7,4,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,8,2,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,9,5,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,10,3,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,52.9672727272727,0.0519480519480519
"Tovel","A",2006,11,7,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,12,5,12:00:00,"day","Filinia","terminalis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,1,9,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,3.02334415584416,0.12987012987013
"Tovel","A",2002,3,26,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0.6052735,0.026
"Tovel","A",2002,4,23,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,3.5191725974026,0.151168831168831
"Tovel","A",2002,5,8,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,6,19,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,6,26,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,7,2,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,7,15,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,1.8158205,0.078
"Tovel","A",2002,7,30,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,8,13,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,8,21,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,1.20933766233766,0.051948051948052
"Tovel","A",2002,9,3,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,3.62801298701299,0.155844155844156
"Tovel","A",2002,9,18,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0.604668831168831,0.025974025974026
"Tovel","A",2002,10,15,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,24.7914220779221,1.06493506493506
"Tovel","A",2002,10,30,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,41.2384142857143,1.77142857142857
"Tovel","A",2002,11,12,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,68.0872825285714,2.92474285714286
"Tovel","A",2002,11,28,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,37.6105524659091,1.61559090909091
"Tovel","A",2003,1,21,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,40.3918779220779,1.73506493506494
"Tovel","A",2003,4,22,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,59.0156779220779,2.53506493506494
"Tovel","A",2003,6,3,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,266.054285714286,11.4285714285714
"Tovel","A",2003,7,2,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,226.750811688312,9.74025974025974
"Tovel","A",2003,7,30,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,224.45307012987,9.64155844155844
"Tovel","A",2003,8,7,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,301.850680519481,12.9662337662338
"Tovel","A",2003,8,21,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,460.064799648268,19.7624458874459
"Tovel","A",2003,9,10,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,311.283514285714,13.3714285714286
"Tovel","A",2003,9,24,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,312.613785714286,13.4285714285714
"Tovel","A",2003,10,8,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,367.517715584416,15.787012987013
"Tovel","A",2003,10,22,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,426.533393506493,18.3220779220779
"Tovel","A",2003,11,18,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,464.022861038961,19.9324675324675
"Tovel","A",2004,2,4,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,217.922646753247,9.36103896103896
"Tovel","A",2004,5,11,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,2.17680779220779,0.0935064935064935
"Tovel","A",2004,6,8,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,2.41867532467532,0.103896103896104
"Tovel","A",2004,7,6,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,12.0933766233766,0.519480519480519
"Tovel","A",2004,8,3,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,3.86988051948052,0.166233766233766
"Tovel","A",2004,9,1,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2004,9,29,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2004,10,26,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2004,11,23,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2005,4,27,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,2.41867532467532,0.103896103896104
"Tovel","A",2005,5,10,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2005,6,8,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2005,7,5,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0.604668831168831,0.025974025974026
"Tovel","A",2005,8,2,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2005,9,6,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2005,10,4,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2005,11,2,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,1.20933766233766,0.0519480519480519
"Tovel","A",2006,5,3,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,6,7,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,7,4,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,8,2,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,9,5,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,10,3,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,11,7,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,12,5,12:00:00,"day","Gastropus","stylifer",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,1,9,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,194.946821064935,37.7402597402597
"Tovel","A",2002,3,26,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,18.1290145532143,3.50964285714286
"Tovel","A",2002,4,23,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0.683049361014404,0.132233293978749
"Tovel","A",2002,5,8,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0.375671781818182,0.0727272727272727
"Tovel","A",2002,6,19,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0.268336987012987,0.051948051948052
"Tovel","A",2002,6,26,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,7,2,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0.268336987012987,0.0519480519480519
"Tovel","A",2002,7,15,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0.268336987012987,0.0519480519480519
"Tovel","A",2002,7,30,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,1.63685562077922,0.316883116883117
"Tovel","A",2002,8,13,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0.670842467532468,0.12987012987013
"Tovel","A",2002,8,21,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,9,3,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0.536673974025974,0.103896103896104
"Tovel","A",2002,9,18,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,10,15,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0.670842467532468,0.12987012987013
"Tovel","A",2002,10,30,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0.939179454545455,0.181818181818182
"Tovel","A",2002,11,12,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0.67151331,0.13
"Tovel","A",2002,11,28,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,1.07334794805195,0.207792207792208
"Tovel","A",2003,1,21,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0.134168493506494,0.025974025974026
"Tovel","A",2003,4,22,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,1.34168493506494,0.25974025974026
"Tovel","A",2003,6,3,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,24.4186658181818,4.72727272727273
"Tovel","A",2003,7,2,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,27.2362041818182,5.27272727272727
"Tovel","A",2003,7,30,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,14.2218603116883,2.75324675324675
"Tovel","A",2003,8,7,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,9.99555276623377,1.93506493506494
"Tovel","A",2003,8,21,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,5.64849357662338,1.09350649350649
"Tovel","A",2003,9,10,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,1.61002192207792,0.311688311688312
"Tovel","A",2003,9,24,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0.40250548051948,0.0779220779220779
"Tovel","A",2003,10,8,12:00:00,"day","Keratella","cochlearis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0.885512057142857,0.171428571428571
